AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
193753739490,48660795480,40820331820,36460724400,142031323650,158615548080,61686965700,33373924680,164503797750,88977312560,48750812040,173986717350,115299360000,178458588000,175896421900,132172004240,67751359860,58774673160,113046156760,274808794950,25598248500,152756316480,178576382080,27214839130,36638396010,67155918570,41337043020,94536765440,206625627560,327210746700
194088718620,48553770270,42157273980,36896634000,141398539300,159739058160,61533084900,34860768480,165355597350,90550403480,49107898560,171884952550,115244140000,176389263000,179303517120,130573149350,67233350100,58406535000,113504328160,274897586160,25700093100,150577541760,178634816760,26570118990,36580295160,66152751840,40863360090,94707204320,204568134680,328488359160
191001478530,49338621810,43436088220,37008725040,140478125700,159759120840,61206088200,35478380520,164503797750,89583929320,48937857360,170768390000,114857600000,177823995000,180288701280,130526805730,66316041150,59234845860,115031566160,273210553170,25543409100,150093369600,177787513900,26193121620,36940520430,65805862410,40314638280,90673484160,204110914040,331327497960
190648392420,49921314620,45194457800,37158179760,141110910050,159157240440,61225323300,35501255040,173021793750,91336948940,49515997440,170177268650,113753200000,176554809000,183859993860,130202400390,66801675300,59277323340,115214834720,270386992692,26172872700,149528502080,176823341680,26570118990,38358181170,66087124110,40689832680,90133761040,204225219200,330286480400
191915881020,49885639550,44758498400,37575407520,141858746100,159438117960,61321498800,35627064900,176748417000,89609633420,49277939760,171884952550,115023260000,177161811000,183408451120,127792532150,66736924080,59695018560,115153745200,272233849860,26121202640,150738932480,176589602960,26531872880,37997955900,66218379570,40802391000,90190574000,203196472760,328961548960
190222878390,49314838430,44228081130,39935546640,141456065150,162266955840,60321273600,35181011760,178452016200,88195907920,47883601920,170085316440,115685900000,177189402000,182792711020,130387774870,67254933840,59454312840,115611916600,268770992670,25799258420,151949362880,175888386800,26520945420,38253599640,67652814240,40685142750,90559858240,206549424120,332652429400
188059094280,49968881380,43908377570,38758590720,139212557000,161324009880,59282578200,35295384360,178558491150,86273241240,47577527760,171438327530,113797376000,178127496000,178523579660,131801255280,67621857420,59503869900,114695573800,266995168470,25763486840,151465190720,177904383260,26690321050,37242644850,67259047860,40492855620,90645077680,208530713560,330996265100
190930210900,50123473350,44438794840,38814636240,141743694400,160100186400,60186627900,35169574500,179197340850,86915843740,47832589560,171070518690,115741120000,179258727000,181643329500,132148832430,67546314330,59312721240,118910750680,269481322350,25994014800,155015786560,179745075680,26783204460,37812033180,68027829840,40868050020,90531451760,209597561720,329671333660
189824419980,50753732920,44729434440,38596681440,143526995750,159598619400,59667280200,34917954780,177813166500,86638239460,48121659600,173802812930,118612560000,179617410000,183449500460,132380550530,67611065550,59114493000,122148495240,274897586160,25831055380,156387607680,179920379720,26925261440,38718406440,68262214590,41008747920,88685030560,206549424120,329718652640
186652068980,50408873910,44191751180,37438407360,140363074000,158956613640,58859406000,34300342740,175044817800,84931487220,48580770840,173106603340,114857600000,178127496000,179303517120,130434118490,67211766360,59022458460,120560167720,274009674060,25592578180,157275256640,177699861880,26657538670,39218073750,67493432610,40399057020,86867015840,204530032960,327021470780
194909245440,51086700240,44068229350,37942817040,142951737250,159859434240,59648045100,35089513680,176109567300,85779722520,49107898560,176206706420,116238100000,180307185000,170609760000,130735352020,68506790760,60261384960,124072815120,276140663100,25719766020,161390720000,180329422480,27007217390,40821657210,67774694310,41201035050,88713437040,205863593160,327778574460
191904575850,51110483620,43741259800,37214225280,140420599850,156789844200,59994276900,34723521360,175683667500,86257818780,48733807920,171096790750,116403760000,179755365000,171082800000,128603545500,67999572870,59978201760,125325150280,271567915785,25509111160,160906547840,176618820300,26734030890,40147687350,66968410770,40999368060,87236300080,205215863920,321911020940
188593547792,50135365040,43014660800,35402086800,137946988300,152957872320,58878641100,32790624420,170572869900,82700371340,48427733760,169454787000,115078480000,176499627000,159808680000,125985130970,68204618400,58548126600,122423398080,266462421210,25294481680,155257872640,174836562560,26744958350,38462762700,65749610070,39606458850,87009048240,201634302240,315617596600
179237831500,45999280000,41975624230,33782994000,132136877450,149647530120,57666829800,31749833760,171531144450,79230317840,47135420640,164857176500,109943020000,174375120000,154368720000,125683897440,68409663930,57684417840,118727482120,257139344160,25032156760,152998402560,176209777540,26395279630,38532483720,64765194120,38799790890,86185260320,201710505680,312778457800
184064336950,45045680000,41982890220,34337221920,132251929150,149567279400,57551419200,32493255660,174299493150,79672428360,46965379440,165671610360,112207040000,174430302000,154565820000,125938787350,68085907830,57932203140,118391489760,260335827720,25306405540,152110753600,177144732420,26712175970,38346561000,64305800010,38471495790,87151080640,201481895360,311595483300
186745362300,45415200000,41932028290,34779358800,131734196500,148764772200,57410073960,32127263340,174086543250,77564692160,47152424760,165185577250,110440000000,173243889000,151530480000,125452179340,68862922470,57790611540,117841684080,261934069500,25334227880,151545886080,177320036460,27444315790,37695831480,64193295330,38058781950,85702350160,204263320920,311926716160
188508171780,46094640000,44998276070,33278584320,133172342750,147861951600,56751967920,32298822240,173554168500,77883423000,47339470080,165947466990,111765280000,175037304000,155038860000,126309536310,68776587510,58264943400,118024952640,263443520070,25437568000,153321184000,177670644540,26483270000,38625445080,63387011790,39353202630,84711320000,203463184800,310128594920
180715175550,44616560000,45456033440,32294674080,129548214200,146939068320,56810036100,31303780620,172063519200,78803629780,46489264080,162558371250,109998240000,176030580000,155630160000,125544866580,67805319210,57167608500,115978453720,258915168360,25246786240,150335455680,179155296240,26155481000,38846228310,63162002430,38762271450,83179880000,200453148920,307384094080
174161768085,44890720000,44031899400,32531310720,129260584950,144692048160,57197157300,30983537340,171211719600,76454275040,47628540120,160771871170,107126800000,173437026000,153501480000,125707069250,67373644410,57196113510,116619893680,247151590980,25338202500,150577541760,178777699150,26363601000,38346561000,63265131720,38471495790,83435120000,203577489960,304876188140
176580190350,45546320000,44831158300,32967220320,130756257050,147621199440,57139089120,32744875380,173021793750,78721376660,48274696680,163766886010,108286420000,174071619000,156221460000,126008302780,68949257430,57160583560,116986430800,249168797010,25477314200,151626581440,180055720070,26374007000,38497623210,63330759450,39235954380,83973960000,203767998560,313157009640
177604868700,46511840000,45005542060,33347084400,132424506700,149366652600,58029467880,31532525820,179410290750,80680029080,49362960360,164896584590,109943020000,176554809000,159848100000,127560814050,69100343610,57153477570,120773981040,249607320060,25409745660,155257872640,182698899700,26582127000,39566678850,63780778170,39400101930,84314280000,203806100280,316847890080
180660767850,45689360000,44656774540,33247447920,132712135950,146878880280,59519884500,31543963080,177600216600,80829112860,48410729640,165067352980,108672960000,175561533000,158823180000,127143721470,70373784270,57913818500,118269310720,251098298430,25437568000,150254760320,181972751450,26311571000,38718406440,63977661360,39170295360,82782840000,206778034440,315144406800
174149979750,44735760000,43101852680,32008219200,133229868600,143187347160,57429430020,30434548860,170785819800,77461875760,47492507160,161573169000,105028440000,172830024000,151175700000,123806980830,69132719220,56286546790,113321059600,244169634240,24678415580,145493734080,178342010200,25874519000,37719071820,62233838820,38973787050,81194680000,201824810840,306248438560
177242150700,45117200000,42433381600,32226174000,136336264500,142806156240,57177801240,30331613520,168123946050,79250881120,47577527760,162256242560,107513340000,172830024000,150978600000,123019139290,68388080190,55810445460,112190903480,245748317220,24523405400,144928866560,178051550900,26160684000,37812033180,62346343500,38743839360,81506640000,203653693400,306626990400
176027045400,43853680000,42062816110,31622127840,135179994915,140699574840,57061664880,29942746680,166100922000,77677790200,48614779080,160101933640,106850700000,172085067000,148613400000,121999579650,67902446040,55092740470,111763276840,243117178920,24364420600,143960522240,177209218930,25520715000,37660970970,61315050600,38973787050,80457320000,201672403960,304497636300
177904111050,44747680000,45221746240,33334629840,137429255650,143066971080,57758483040,31784145540,166100922000,78392364180,49090894440,161849025630,108507300000,173161116000,151333380000,125150945810,68603917590,55938353280,111396739720,245660612610,24845349620,144283303680,179387663680,25791271000,38346561000,62365094280,39077028870,81535000000,202891659000,308519749600
176930213220,44998000000,45070351040,33097993200,136681419600,141943461000,58243635450,31463902260,167059196550,78978417660,48716803800,161323584430,108728180000,173078343000,153225540000,124641165990,68258577750,55867293380,110572031200,245485203390,24897019680,143153568640,179126250310,25853707000,38009576070,62477598960,39250662840,81875320000,202853557280,306863585300
180152962650,45641680000,45865175840,34966177200,137659359050,143909603640,58495772400,31864206360,167910996150,79194332100,49294943880,162532099190,110771320000,173574981000,153816840000,125637553820,68841338730,57039781730,112649074880,246625363320,25020232900,144202608320,179968582280,26119060000,38337492960,62533954000,39954584340,82357440000,202243929760,308709025520
181703582100,45796640000,45153618400,34997313600,136681419600,142465090680,58321216050,31784145540,165568547250,79132642260,49311948000,162886772000,112814460000,173050752000,153540900000,125081430380,68625501330,56265228820,112771253920,244958975730,24837400380,143637740800,179387663680,26249135000,37249411940,61577806000,39785643180,82045480000,201558098800,306626990400
184442103000,47227040000,46372349760,35570223360,138062040000,146437501320,59097022050,32573316480,170785819800,80916506800,50060129280,164502503690,114415840000,175506351000,157955940000,127027862420,69078759870,57181901530,115031566160,248642569350,25298456300,142992177920,182495578190,26852683000,36612768790,62177742000,40301852280,82754480000,204072812320,313630199440
183671327250,46547600000,46796256320,35806860000,137816058520,146136561120,59853432900,32870685240,171957044250,80844535320,51046368240,165947466990,114084520000,176527218000,157837680000,128209624730,69348556620,57038282620,114054133840,250747479990,25628349760,142588701120,182553670050,26925525000,37677699150,63133890000,40555264020,82641040000,205977898320,311169612480
184014095760,46666800000,47606220640,35999905680,139018442080,147701450160,60163755300,33785666040,172915318800,80057989860,51522483600,167891599430,115078480000,178044723000,159296220000,129553589710,69585977760,57728663630,113901410040,254071484709,25612451280,143072873280,184122150270,27085892760,37839753770,63846314000,40808675760,82669400000,203729896840,312115992080
182873347650,46559520000,48136103840,36390114750,139476492960,148564145400,60571053450,33623093620,172531005570,80289326760,51267421800,167077165570,114968040000,176058171000,157798260000,129113325320,69866566380,58020474160,114512305240,252326162970,25576679700,145170952640,184296425850,27157793120,36971604020,64230648000,40738283610,82300720000,203806100280,311690121260
181736226720,46404560000,48423754720,36252675690,139132954800,146377313280,60357706800,33772631840,173384591250,80561790220,51556491840,166630540550,115244140000,175175259000,161030700000,128325483780,69898941990,57422618440,113382149120,251975344530,25560781220,144848171200,184209288060,27239964960,38291191640,64118160000,40785211710,82244000000,205101558760,309466129200
178692115905,45212560000,47515383520,35396805180,137701545800,144531546720,59969803800,33220490720,170183644950,80556649400,52287669000,166118235380,112623312000,174678621000,157206960000,127051034230,70006860690,56732237430,111518918760,248467160130,25489238060,142588701120,183599323530,26890734640,37978657730,63546346000,40414479720,81506640000,204301422640,307289456120
181953857520,45784720000,48052836480,35584222080,139361980240,145133427120,60881375850,33358526000,171997514520,81394603060,53324920320,165739792770,114346800000,175064895000,162297499350,127815703960,70427743620,56988461310,112801798680,251098298430,25807207660,143718436160,185574446770,27111571460,38916259460,64324388000,40184532030,82246400000,205444474240,310175913900
183172590000,45343680000,47591081120,35478019170,139304723880,144671985480,60823190400,32576326080,169863550320,80422988080,53324920320,165064311210,113960120000,174595848000,161463167040,123088654720,69478059060,56753589420,111702187320,250835184600,26296085920,142750091840,185022574100,27091028500,38719478850,64371258000,39996819630,82019200000,206320813800,308235835720
185548392900,45703004130,47810604160,35640447150,139304723880,145203921900,60590448600,32564823140,171357325260,80376720700,53052854400,165181221480,113407720000,173823300000,166747271670,122161782320,68906089950,57045399950,112649074880,251449116870,26868431200,141620356800,183802645040,27008856660,39194067380,64352510000,40020283680,82161200000,206016000040,307573370000
189511087050,45631200510,48446464000,36140225550,140850645600,146228181930,61172303100,33001934860,169650153900,82379331540,53443949160,167012815710,115285880000,174899349000,166191050130,122793955480,68839984780,57351445140,116107864590,254518778220,27122806880,143249120750,184470701430,27260507920,39402423320,65211870960,40742976420,82207725730,205368270800,308771254200
189384135750,45942349530,48779533440,36327642450,140907901960,147252441960,61831738200,33220490720,169650153900,83542346250,53324920320,165518962260,114332990000,174582248880,165356717820,122863109200,68936821270,57742898290,116481702630,249607320060,27039339860,142038564800,185051620030,27368358460,39298245350,65314876500,40569342450,82973372020,204187117480,309196168770
189819397350,45810709560,48787103200,36590026110,142224798240,146870854890,61366254600,34060205340,171037230630,83000307720,53511965640,164817500640,113352480000,174472171800,164999146830,124315337320,68463398430,57650373000,115920945570,249607320060,26884329680,139737396280,184586885150,27281050880,39471875300,65174414400,40733590800,82604727510,204453829520,308912892390
191070774450,46540713030,49619776800,36515059350,142854618200,146770437240,63170003550,34002690640,171890816310,86099926110,53460953280,164609660160,113407720000,174939999390,166548621120,125560104280,68248206230,57664607660,115702873380,251098298430,26880355060,139818076070,184935436310,27501887700,38140712350,65895453180,40846218240,83001729290,205596881120,308771254200
198542765250,48108425400,51421379680,37002343290,144343283560,149220627900,64430688300,34508820000,174451573350,87978642180,54073101600,165298131750,114843960000,176233405080,170084600910,126090282800,68506436870,58675268520,116793234330,250725553837.5,27154603840,141028272920,184993528170,27702181560,39055163420,66719497500,41536061310,82888300210,206282712080,313823016310
198660648600,47522029170,50899066240,36802431930,149610868680,149903467920,64372502850,33933673000,173597987670,89378469840,54345167520,164206969230,114733480000,176673713400,169210538490,125537053040,70066580320,57871010230,116357089950,251098298430,27353334840,139979435650,183541231670,27630281200,38314342300,66260654640,42530937030,84022591010,206320813800,313870229040
202233420900,47510061900,51315403040,36971107140,149610868680,149220627900,64605244650,33611590680,175945348290,88857481350,53869052160,163089826650,115672560000,176866348290,168535126620,124891618320,70045061100,58354988670,115391341680,252589276800,27397055660,139011278170,183860736900,27512159180,38291191640,67215796920,42305682150,84816594570,205977898320,315286610940
203883787800,47533996440,52995889760,36721217940,148133654592,148537787880,64644034950,33427543640,176158744710,90483596940,53920064520,163180756860,117053560000,176921386830,170561362230,124937720800,69872907340,58048943480,114238674390,254080255170,27472573440,138365839850,183018404930,27162928860,38476396920,67225161060,42948597120,84362878250,204339524360,317363971060
204482272500,48000719970,53041308320,36796184700,148694766920,148598038470,65575002150,33818643600,175838650080,91309811010,54634237560,165752782800,117385000000,176728751940,171554614980,123554646400,70163416810,57835423580,114892890960,255922051980,27722974500,139495356910,183483139810,27537837880,38777355500,67459264560,43521119940,84618093680,205634982840,317363971060
205479747000,48778592520,52859634080,37708280280,148179459680,148055783160,65342260350,34324772960,181813749840,92072874960,55178369400,166194443820,117495480000,176618674860,171435424650,122978365400,70507724330,57920831540,115765179720,256711393470,27782593800,137801081320,183918828760,27301593840,38094411030,66981693420,43760453250,84306163710,205368270800,315381036400
202976992800,48706788900,52534134400,37152276810,149324586880,147754530210,65400445800,34508820000,184481205090,91320336030,55586468280,166051553490,116943080000,177691926390,171117583770,123669902600,70938108730,57835423580,117603216750,256886802690,27977350180,139253317540,185022574100,27080757020,37654548490,67271981760,43366257210,84674808220,211159732240,313020399900
203530137750,48970068840,52019390720,37139782350,149725381400,148577954940,65458631250,35014949360,192803665470,92720163690,55348410600,167142716010,121583240000,177581849310,171792995640,123785158800,71088743270,58120116780,118195126980,257588439570,27973375560,139253317540,184528793290,27142385900,38256465650,67796373600,43009603650,84873309110,213331530280,314295143610
203230895400,48989233680,52518994880,37620819060,150355201360,149963718510,65458631250,35003446420,192483570840,92956976640,55297398240,165960623280,122867570000,177912080550,173978151690,124107876160,71422291180,58490217940,118631271360,259868759430,28172106560,138849918590,185922997930,27214286260,37909205750,67599726660,42943904310,85497169050,213064818240,318024949280
203711496750,48977288000,53646889120,37339693710,150813252240,150144470280,65516816700,34508820000,194084043990,93383239950,55093348800,166766005140,122632800000,179322340660,173382200040,124361439800,71745079480,59550700110,119783938650,259693350210,29674512920,139011278170,185109711890,27006756920,38881533470,67890015000,42296296530,85922528100,213141021680,318166587470
201535098070.5,48176927440,53533342720,37089804510,149725381400,150586307940,65245284600,33301011300,192803665470,93620052900,55025332320,165895673130,121486570000,179460153710,172627327950,126205539000,71583685330,58333636680,118568965020,259517940990,29221406240,136429524890,185429217120,27047231640,39807559870,68582961360,41690924040,86234458070,210854918480,316514141920
203802176250,49072853440,54434144160,37452143850,150469714080,149541964380,65846534250,34037199460,192803665470,92703060532.5,55552460040,166246403940,122853760000,179432591100,173779501140,125721462960,72100146610,58248228720,119316641100,259605645600,29364492560,138365839850,185545400840,27011816260,38545848900,67993020540,41878636440,86915032550,211921766640,316183652810
207075706200,49263984320,54638527680,38988962430,152530943040,150164553810,65962905150,34474311180,195577818930,92109709990,55416427080,168052018110,125242890000,180149218960,177116830380,127473357200,72465973350,58611212550,119939704500,262061374680,29606944380,141512351660,187433386290,27269842600,38383794280,68442499260,42225904380,87983200000,212950513080,316089227350
207991569150,48989233680,54744504320,38770309380,151443072200,148477537290,66699920850,34922925840,196858197450,91888431730,54957315840,166960855590,123903320000,178467899750,178547114340,125905872880,71874194800,58084530130,118413199170,260044168650,29165761560,142077110190,184761160730,27350792040,37874479760,68395678560,41648688750,86506400000,211769359760,313964654500
205525086750,49479006560,54873190240,38820287220,151328559480,148216451400,68057581350,34370784720,195257724300,92146589700,55467439440,167883147720,123461400000,177971772770,178547114340,126320795200,71981790900,57616009320,117696676260,263201534610,29241279340,140302154810,184790206660,27360910720,38337492960,68611053780,42427695210,86080400000,211883664920,313020399900
209378965500,49120636160,54948887840,39007704120,151551859284,149481713790,68484274650,34577837640,195684517140,91077078110,55456950500,167909127780,122853760000,177448083180,178864955220,125975026600,72369136860,57665844000,116606315310,260131873260,29368467180,138285160060,184993528170,27497512900,37770301790,68938798680,42352610250,86250800000,211502647720,314153505420
210730090050,49550680640,56099491360,39657416040,151786610360,151088396190,68193347400,33956678880,196324706400,91698764650,55202949200,167038795770,123350920000,178660838020,178229273460,126251641480,72164704270,57922136640,118039361130,259517940990,29400264140,139414677120,185109711890,27704945840,38013383720,69294636000,42347917440,86478000000,212378987280,317741672900
213863066775,49323712720,55660445280,39457504680,152588199400,151228980900,68076976500,34232749440,195257724300,90292067140,55355349980,167272616310,123406160000,178881338900,177116830380,126482153880,72347617640,60000954720,117322838220,261096623970,29336670220,139253317540,184906390380,27285020620,38268040980,69416369820,42704571000,88693200000,213026716520,316561354650
213096825000,49287875680,54964027360,39263840550,149038305080,152293407990,67708468650,34014193580,194190742200,89896927390,54779613700,166597134750,123129960000,179708217200,177792242250,126781820000,71788117920,59495488680,116357089950,256864876537.5,29213457000,138365839850,183773599110,27290079960,37816603110,68929434540,42718649430,88096800000,209000844800,316230865540
213976416150,49813485600,55251678240,39976024770,147893177880,154027647050,68949758250,34914331480,195577818930,89680917660,54830413960,166597134750,123682360000,181279285970,179567096760,127473357200,72713444380,59694827400,117478604070,255746642760,29416162620,137801081320,184035012480,27279961280,38187013670,69416369820,43431956550,88835200000,208587353920,319205267530
216261539550,50972216560,54532551040,40600747770,149839894120,155975838700,68309718300,35697628920,197711783130,91229865480,55304549720,168026038050,125065785060,180259469400,180203013880,126459102640,73197626830,59936881560,116481702630,256711393470,29455908820,136348845100,185196849680,26981460220,38360643620,70090587900,43394414070,89346400000,208587353920,321943605870
217213674300,51509772160,54774783360,40788164670,150126175920,156417696600,68794597050,35893453280,198458670600,91092883700,55118282100,167480456790,124013881600,180011405910,182190254880,125145181960,72960915410,60050789400,116045558250,257149916520,29376416420,136832923840,183308864230,26607069060,38673177530,69922033380,43361564400,88608000000,208737714240,320574436700
218174877000,50613846160,54577969600,40275891810,150813252240,155393389650,68503669800,35467247320,197391688500,92915795080,55219882620,166895905440,124290698300,179763342420,180123524240,124061773680,72842559700,59559561840,114612512430,257413030350,29249228580,137720401530,181537062500,26561535000,38117561690,69285271860,42568479510,85881600000,207797962240,317930523820
217585460250,52190675920,54714225280,40282139040,150469714080,155975838700,69182500050,35398132840,198031877760,94570113500,55829485740,165765772830,123515611540,178964026730,181872296320,123923466240,73983078360,59054095800,114581359260,262412193120,29278582900,138285160060,181711338080,26440110840,37758726460,69013711800,42934518690,85654400000,208173863040,320385585780
219253963050,52417643840,54820201920,40775670210,152301917600,159671377500,70249233300,35455728240,197605084920,94369909360,56303621500,167259626280,124844331700,179542841540,182746682360,125836719160,73897001480,59438534760,115173269490,266095786740,29749477800,139172637750,182205118890,26510941600,37342014580,69285271860,43417878120,85427200000,207008570560,324634731480
219707360550,53206058720,54441713920,41687765790,151901123080,161539231350,69609193350,35409651920,199632350910,93695537520,56693090160,166740025080,124783432026,179460153710,183382599480,126228590240,73694146680,59289030720,114799431450,265920377520,29887976300,139495356910,182117981100,26318686680,37342014580,69069896640,43732296390,85029600000,206820620160,324398667830
219834311850,53743614320,53889121440,41350415370,151385815840,161097373450,69512217600,35248384800,202193107950,94438400250,58149364280,167610357090,126061771546.6,181031222480,182309489340,126827922480,74113535520,59758900560,114417791700,267060537450,29880062100,138607879220,182989359000,26419873480,37226261280,68788972440,43544583990,85398800000,205692917760,324162604180
222790463550,55499629280,54275179200,42031363440,153905095680,161840498100,70210443000,35939529600,206461036350,97425656760,59233103160,170494143750,130214575680,180507532890,189702025860,126666563800,74651213520,60079266360,112890142710,270305608020,29994818000,137720401530,183541231670,26768967940,35941399650,69294636000,44234427060,84774000000,205392197120,323404006770
225719411400,55750488560,54570399840,42618603060,155794555560,163869027550,70598346000,36077758560,208061509500,97083202310,59504037880,170026502670,134095545814,180562658110,190063874000,125076028240,74371620960,60513540000,112360142040,270744131070,29931504400,137074963210,182989359000,26753789920,35050307190,69865848540,44323590450,83893600000,203475103040,321754226820
224341083000,53875016800,53586331040,41781474240,154477659280,162181933750,69492822450,35179270320,202406504370,84665277100,59283903420,169688761890,132429109280,179212090220,181079470000,126712666280,74231824680,59630754240,111331317210,268990038870,29745520700,135542047200,182553670050,26379398760,35164738490,69004347660,44042021850,84007200000,203399922880,320198720010
224041840650,54663431680,53715016960,41850193770,154992966520,163350899440,70152257550,35444209160,202086409740,86045631960,59554838140,171767166690,132872016000,181995913830,180443406000,127519459680,75188891520,59730423600,111923670900,272226338979,29907761800,135461367410,183628369460,26910629460,35736894990,69069896640,43699446720,84433200000,204452445120,321612817110
221792989050,55189041600,54055656160,42402487500,155622786480,164817281100,70869878100,34971926880,202726599000,84285942940,59571771560,166003200000,133536376080,181885663390,182391352000,125560104280,75640541040,60705759480,112422495060,275041656960,30216415600,135219328040,183541231670,26900510780,35450816740,69481918800,44135878050,84518400000,204513188680,325100923290
235059399900,54938182320,56137340160,42559533750,155966324640,164556144640,70908668400,34914331480,203046693630,83732747290,59724172340,165107200000,131764749200,180231906790,180284390000,124914669560,75662048160,61011886800,108307195740,274796084052,30358871200,133928451400,184819252590,26713315200,34626911380,72038329020,43704139530,83950400000,204325630730,324865240440
242470723891,55869945360,57375606830,42408769350,156424375520,163109850400,71335361700,34879774240,202193107950,83795969650,60486176240,165286400000,132816652660,178550587580,177859396000,125191284440,76382536680,61261060200,105283074270,275304770790,30956393300,132960293920,184703068870,27214189860,34855773980,71570122020,44647394340,83155200000,204400653910,323168323920
246438508540,57398992400,57026449810,43206564300,157283220920,166062701140,71354756850,35893453280,203473486470,82926662200,61620715380,166387200000,133093469360,179267215440,178654476000,124200081120,76511579400,61638379920,110551904460,271328455440,30825809000,136429524890,184557839220,27006756920,35416487350,71607578580,45327851790,82124350000,204550700270,326373610680
245228291000,56473720000,56426810580,45009455250,157855784520,165902001780,71839635600,36089277640,205927545300,80097461590,61790049580,167334400000,131875475880,178495462360,174480306000,123854312520,76371783120,62250634560,109117785000,272643031290,30873294200,135703406780,185719676420,25718000880,34157743050,71287312000,45050976000,81813380000,202712632360,326609293530
238440153520,54856420000,55015001760,43049518050,154649428360,161161370660,70443184800,34637873560,199525652700,80629583120,59758039180,164889600000,129273398900,177172457080,168596714000,121871905880,75844858680,62627954280,107496606480,270320613955,30366785400,132798934340,183308864230,25029479670,34100527400,69346505600,43619668950,81276250000,202712632360,321801363390
238039780800,55203840000,54931507690,43325919450,154809746168,161944780040,70384999350,36665231640,202193107950,82721189530,59588704980,166833474800,128775128840,178109585820,172770884000,123001416640,75640541040,62921120320,107746018560,270890263490,30248072400,133363692870,183483139810,25321729680,34832887720,69663752800,43929394410,82322240000,201099633990,326137927830
244445744320,57024800000,56009340230,44444088750,157626759080,165299379180,72188748300,36653712560,207954811290,84422924720,60215241520,167295120080,130048485660,179184527610,174917600000,123877363760,76909461120,63698364440,109897197750,271705300517,30695224700,136026125940,180665684600,25470331380,35816996900,70932741600,43558662420,82597109040,201437238300,323639689620
237575712420,55251760000,54977049910,42773116650,154191377480,163591948480,71451732600,35513323640,201232824060,76499055600,59656438660,165422892000,126449868560,177227582300,169272532000,123311875950,75909380040,63227739560,109242491040,267603823865,30038346100,134896608880,180549500880,25133500860,34684127030,69934346000,44573620000,81692554800,201212168760,318383460000
242361986300,56545600000,56464762430,43935258900,157684015440,166384099860,72848183400,36192949360,205500752460,78764523500,60740177540,166192300800,128775128840,180066531130,173049162000,124027061760,76801925520,64040637080,109959550770,270452071540,30774366700,136429524890,180512382720,25366310190,34626911380,71175342400,44188114380,82794980280,201587284660,318712320000
235382761840,54940280000,55250303230,41899939500,152058578070,162226003920,70966853850,33762423480,198245274180,78738180850,59978173640,164294425760,125523840000,178330086700,168835238000,122688972180,75963147840,62521802240,111643082310,264054469070,30608168500,139253317540,177718875840,24766950000,33745790370,69197212800,43742619780,81268545000,202637609180,312276060000
232930478930,53227140000,53891627000,41435082600,152015635800,161081020980,68542460100,32810709000,193123760100,78074346070,59673372080,163448076080,123367790000,179542841540,169471302000,123796356660,75984654960,61744558120,110957199090,261600594150,29761349100,138607879220,179014832640,25074060180,34329390000,68665357200,42782331420,81070673760,205450978430,310866660000
224072232500,51053550000,51591744890,39889747500,145935010368,155067162400,65962905150,30812732000,184694601510,74981718960,57505894320,158908564160,119681640000,174746947400,162236074000,120658767300,74681827740,60068848320,106841899770,253976054220,28609833000,135057968460,174954168000,24667882200,33236523200,66472619200,41044902480,79176763320,199674193570,300155220000
214617976680,48771156000,50642948640,39010288500,141480465560,154866298200,64799196150,29449950000,180106578480,75334710470,56608423060,156574690800,118568840000,174498883910,162037304000,121512376170,73164953970,58920808840,104430259480,247227898190,27941083100,132798934340,173687010240,24400399140,32986453600,64811736800,40733056260,79685575080,196560731600,299266039800
231115152620,51762293400,53891627000,41893657650,149610868680,160470409380,68445484350,31690456000,192604384720,74042101870,59758039180,161922081960,125468200000,178467899750,166768030000,124673036040,75929752260,61302455960,106800131000,253625500660,30331171500,137155643000,179763607680,24811530510,33963998400,68152163200,42564534060,80872802520,197235940220,306454062420
233417295760,52050595800,54210422540,41504182950,148637510560,160088767400,69357056400,32210161000,192177324000,73084594330,60333775460,162717137720,123965920000,178364386900,165314735700,123681004110,75822172560,60639302720,104492624520,253099670320,30244115300,137236322790,179619612480,24657975420,33929898000,68236140400,41658695040,80279188800,196785801140,302836560840
238485650420,52975566000,55311026190,42810807750,153103506640,160811878520,68804212800,33295767000,196874991920,75776940800,60774044380,170141932640,128472760000,178998743000,165871752860,124626895020,76026573990,61637597920,104897997280,258007420160,30806023500,136348845100,181491550080,24861064410,34464137600,68254802000,42411085920,81127208400,196860824320,304950685140
235091581680,51425940600,54468495120,42031858350,146175487080,158522026640,68059960000,33549845000,192711149900,74464228850,59724172340,168603115040,125190000000,178364386900,162370502140,123404157990,75843688500,61031490120,103868974120,256254652360,29895890500,133605732240,180713976000,24851157630,34305002400,67984208800,42435835620,81098941080,196560731600,304152015960
230960463160,48819206400,52995963340,40756642800,142797361840,156332606860,66708553600,31574966000,188333777520,73733228470,59605638400,168231234120,121795960000,176433737900,158710103660,123058100340,74864713230,60382598240,102528125760,253537862270,29179655400,130671370800,180109196160,24826390680,34543705200,66789866400,38243236440,80590129320,195510407080,298796234400
